"시설명","시도명","시군구명","시군구코드","소재지도로명주소","소재지지번주소","위도","경도","설치장소설명","평일운영시작시각","평일운영종료시각","토요일운영시작시각","토요일운영종료시각","공휴일운영시작시각","공휴일운영종료시각","동시사용가능대수","공기주입가능여부","휴대전화충전가능여부","관리기관명","관리기관전화번호","데이터기준일자","제공기관코드","작업일시"
"평화종합사회복지관 2층","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  노원로 333","서울특별시 노원구  중계동 514-3","37.6466324796","127.0697653626","평화종합사회복지관 2층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","평화종합사회복지관","02-949-0123","2022-08-17","3100000","2023-03-15 14:37:56.0"
"평화종합사회복지관 1층","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  노원로 333","서울특별시 노원구  중계동 514-3","37.6466324796","127.0697653626","평화종합사회복지관 1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","평화종합사회복지관","02-949-0123","2022-08-17","3100000","2023-03-15 14:37:56.0"
"노원교옆 고가도로 옆 (한울상인회)","서울특별시","서울특별시 노원구","11350","","서울특별시 노원구  상계동 1146-2","37.68015918","127.0516827","노원교옆 고가도로 옆 (한울상인회)","08:00","19:00","09:00","19:00","00:00","00:00","2","Y","Y","한울상인회","02-0000-0000","2022-08-17","3100000","2023-03-15 14:37:56.0"
"서울특별시 노원구 중계4동분회(지체장애인협회)  302동 옆 분회사무실","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  덕릉로 662","서울특별시 노원구  중계동 358","37.6560921301","127.0749679396","서울특별시 노원구 중계4동분회(지체장애인협회)  302동 옆 분회사무실","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 노원구 중계4동분회(지체장애인협회)","02-0000-0000","2022-08-17","3100000","2023-03-15 14:37:56.0"
"월계주공1단지 104동~105동, 월계2분회(지체장애인협회)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  초안산로1길 15","서울특별시 노원구  월계동 556","37.6272965496","127.0533179693","월계주공1단지 104동~105동, 월계2분회(지체장애인협회)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","월계2분회(지체장애인협회)","02-906-8587","2022-08-17","3100000","2023-03-15 14:37:56.0"
"장애인지원센터 디딤돌(금호프라자 1층)(1)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  상계로5길 32","서울특별시 노원구  상계동 357-2","37.6571152502","127.0628045","장애인지원센터 디딤돌(금호프라자 1층)","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","지체장애인협회서울특별시 노원구 지회","02-952-9000","2022-08-17","3100000","2023-03-15 14:37:56.0"
"장애인지원센터 디딤돌(금호프라자 1층)(2)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  상계로5길 32","서울특별시 노원구  상계동 357-2","37.6571152502","127.0628045","장애인지원센터 디딤돌(금호프라자 1층)","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","지체장애인협회서울특별시 노원구 지회","02-952-9000","2022-08-17","3100000","2023-03-15 14:37:56.0"
"희성프라자 613호, 지체장애인협회서울특별시 노원구 지회","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  월계로 370","서울특별시 노원구  월계동 321-2","37.6309766775","127.0610256402","희성프라자 613호, 지체장애인협회서울특별시 노원구 지회","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","지체장애인협회서울특별시 노원구 지회","02-952-9000","2022-08-17","3100000","2023-03-15 14:37:56.0"
"불암산스포츠타운 장애인론볼장","서울특별시","서울특별시 노원구","11350","서울특별시 노원구 중계로 36","서울특별시 노원구 공릉동 141","37.63876537","127.0832403331","불암산스포츠타운 장애인론볼장","09:00","18:00","09:00","18:00","00:00","00:00","2","Y","Y","장애인체육회","02-935-9976","2022-08-17","3100000","2023-03-15 14:37:56.0"
"중계롯데마트","서울특별시","서울특별시 노원구","11350","서울특별시 노원구 노원로 330","서울특별시 노원구 중계동 361","37.6467905319","127.0709408937","중계롯데마트","10:00","22:00","10:00","22:00","10:00","22:00","2","Y","Y","롯데마트중계점","02-2092-2524","2022-08-17","3100000","2023-03-15 14:37:56.0"
"삼육대학교 바울관 장애인학생휴게실","서울특별시","서울특별시 노원구","11350","서울특별시 노원구 화랑로 815","서울특별시 노원구 공릉동 26-106","37.6433573690","127.1088503431","삼육대학교 바울관 장애인학생휴게실","09:00","18:00","09:00","18:00","00:00","00:00","2","Y","Y","삼육대학교","02-3399-3238","2022-08-17","3100000","2023-03-15 14:37:56.0"
"현대종합상가 6층, 노원중증장애인 독립생활센터","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  한글비석로15길 48","서울특별시 노원구  중계동 434-2","37.6564594192","127.0734582336","현대종합상가 6층, 노원중증장애인 독립생활센터","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","노원중증장애인 독립생활센터","02-933-6539","2022-08-17","3100000","2023-03-15 14:37:56.0"
"서울특별시립 북부장애인종합복지관(3)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  덕릉로70가길 92","서울특별시 노원구  상계동 771","37.6425376234","127.0569196","서울특별시립 북부장애인종합복지관(3)","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","북부장애인종합복지관","02-2092-1725","2022-08-17","3100000","2023-03-15 14:37:56.0"
"성동구청","서울특별시","성동구","11200","서울특별시 성동구 고산자로 270","","37.5634235900","127.0369663587","성동구청1층","09:00","21:00","09:00","21:00","09:00","21:00","1","N","N","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"성동구보건소","서울특별시","성동구","11200","서울특별시 성동구 마장로23길 10","","37.5670791452","127.0332147532","보건소후문 자전거보관소옆","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"장애인생활회관","서울특별시","성동구","11200","서울특별시 성동구 청계천로 516","","37.5707297100","127.0341581690","1층 정문옆","09:00","17:30","00:00","00:00","00:00","00:00","1","N","N","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"성동장애인종합복지관","서울특별시","성동구","11200","서울특별시 성동구 청계천로 506","","37.5702217535","127.0334425401","복지관1층바깥","09:00","17:30","00:00","00:00","00:00","00:00","1","N","N","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"성동재활의원","서울특별시","성동구","11200","서울특별시 성동구 뚝섬로1길 43 성수문화복지회관","","37.5453890","127.0470880","입구 오른편 데스크쪽","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"왕십리역","서울특별시","성동구","11200","서울특별시 성동구 왕십리로 지상 2층","","37.5612680","127.0380040","중앙선 출입구 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"성수이마트","서울특별시","성동구","11200","서울특별시 성동구 뚝섬로 379","","37.5399389","127.0534927452","5층 소아과 옆","10:00","23:00","10:00","23:00","10:00","23:00","1","N","N","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"마장동주민센터","서울특별시","성동구","11200","서울특별시 성동구 마장로42길 11","","37.5663182489","127.0454072202","입구계단 옆","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"성수2가1동주민센터","서울특별시","성동구","11200","서울특별시 성동구 뚝섬로 385-19","","37.5395041","127.0540114","주민센터지하","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"상왕십리역","서울특별시","성동구","11200","서울특별시 성동구 왕십리로 지하 374","","37.5644673598","127.0290302021","1-1번 출구 셔텨앞","05:00","23:00","05:00","23:00","05:00","23:00","1","N","Y","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"마장역","서울특별시","성동구","11200","서울특별시 성동구 마장로 296","","37.5657029568","127.0427582274","B2층 대합실, 화장실 위생자판기옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","Y","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"신금호역","서울특별시","성동구","11200","서울특별시 성동구 금호로 150-1","","37.5544212441","127.0204207207","B1층 편의점 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","Y","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"왕십리도선동주민센터","서울특별시","성동구","11200","서울특별시 성동구 마장로 141","","37.5678739340","127.0255270951","1층 정문 외부","09:00","18:00","00:00","00:00","00:00","00:00","1","N","Y","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"금호2-3가동주민센터","서울특별시","성동구","11200","서울특별시 성동구 무수막18길 1","","37.5532390598","127.0209110953","1층 정문 외부","06:00","22:00","00:00","00:00","00:00","00:00","1","N","Y","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"독서당인문아카데미센터","서울특별시","성동구","11200","서울특별시 성동구 금호로 30","","37.5461598550","127.0253043467","1층 출입구","09:00","21:00","09:00","21:00","00:00","00:00","1","N","Y","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"서울숲공원 관리사무소","서울특별시","성동구","11200","서울특별시 성동구 뚝섬로 273","","37.5430702368","127.0417993255","관리사무소 1층","00:00","23:59","00:00","23:59","00:00","23:59","1","N","Y","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"서울숲공원 커뮤니티센터","서울특별시","성동구","11200","서울특별시 성동구 뚝섬로 273","","37.5430702368","127.0417993255","커뮤니티센터 1층","00:00","23:59","00:00","23:59","00:00","23:59","1","N","Y","서울특별시 성동구","02-2286-5430","2022-08-25","3030000","2023-03-15 14:37:56.0"
"아산병원","서울특별시","송파구","11710","서울특별시 송파구 올림픽로 43길 88","서울특별시 송파구 풍납동 388-1","37.525158","127.109526","아산병원 동관 후문 옆","04:00","23:59","04:00","23:59","04:00","23:59","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"위례동주민센터","서울특별시","송파구","11710","서울특별시 송파구 위례광장로 210","서울특별시 송파구 장지동 882","37.4811656603","127.1439377597","위례동주민센터 1층 입구","09:00","17:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"곰두리체육센터","서울특별시","송파구","11710","서울특별시 송파구 동남로 271","서울특별시 송파구 오금동 51","37.5004895852","127.1354530406","곰두리체육센터 1층 매정 맞은편 휴게공간","09:00","17:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"종합운동장역","서울특별시","송파구","11710","서울특별시 송파구 올림픽로 지하 23","서울특별시 송파구 잠실동 122","37.510968","127.073356","9호선 종합운동장역 지하1층 9번 출구 고객안전실 앞","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"잠실역","서울특별시","송파구","11710","서울특별시 송파구 올림픽로 305","서울특별시 송파구 신천동 7-4","37.514978","127.104217","8호선 잠실역 고객안내센터 좌측 30M","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"몽촌토성역","서울특별시","송파구","11710","서울특별시 송파구 올림픽로 지하 383","서울특별시 송파구 신천동 19","37.517623","127.112428","몽촌토성역 지하 2층 고객상담실 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"올림픽공원역","서울특별시","송파구","11710","서울특별시 송파구 양재대로 지하 1233","서울특별시 송파구 방이동 89-28","37.516087","127.130601","5호선 올림픽공원역 지하1층 아이센터 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"마천역","서울특별시","송파구","11710","서울특별시 송파구 마천로57길 7","서울특별시 송파구 마천동 307-4","37.494639","127.152027","마천역 지하 2층 편의점 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"가락시장역","서울특별시","송파구","11710","서울특별시 송파구 송파대로 지하 257","서울특별시 송파구 가락동 184-23","37.492742","127.118484","3호선 가락시장역 고객안내센터 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"복정역","서울특별시","송파구","11710","서울특별시 송파구 송파대로 지하 6","서울특별시 송파구 장지동 596-21","37.471055","127.1267712","복정역 지하 1층 화장실입구 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"송파구청","서울특별시","송파구","11710","서울특별시 송파구 올림픽로 326","서울특별시 송파구 신천동 29-5","37.514476","127.105859","송파구청 1층 종합상황실 옆","09:00","22:00","09:00","22:00","09:00","22:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"방이복지관","서울특별시","송파구","11710","서울특별시 송파구 백제고분로37길 4","서울특별시 송파구 석촌동 173","37.5043061","127.1040390302","방이복지관 4층","09:00","17:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"송파구 보건지소","서울특별시","송파구","11710","서울특별시 송파구 양산로 5","서울특별시 송파구 거여동 289-4","37.489771","127.142672","송파구 보건지소 1층 현관 로비","09:00","17:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"가락본동주민센터","서울특별시","송파구","11710","서울특별시 송파구 송파대로 28길 39","서울특별시 송파구 가락동 77-3","37.495579","127.121763","가락본동주민센터 1층 민원대기실","09:00","17:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"석촌역","서울특별시","송파구","11710","서울특별시 송파구 송파대로 지하 439","서울특별시 송파구 석촌동 209","37.505948","127.106344","석촌역 지하 1층 화장실 옆","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"장지역","서울특별시","송파구","11710","서울특별시 송파구 송파대로 지하 82","서울특별시 송파구 장지동 201-5","37.47811921","127.126424","장지역 지하 1층 EV 4호기 앞","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"삼전역","서울특별시","송파구","11710","서울특별시 송파구 백제고분로 지하 189","서울특별시 송파구 잠실동 347","37.50449957","127.0874507","삼전역 지하 1층 역무창고 옆","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"석촌고분역","서울특별시","송파구","11710","서울특별시 송파구 백제고분로 지하 274","서울특별시 송파구 삼전동 157-1","37.502489","127.0967037","석촌고분역 지하 1층 EV 3호기 앞","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"석촌역","서울특별시","송파구","11710","서울특별시 송파구 백제고분로 지하 368","서울특별시 송파구 석촌동 209","37.50513046","127.1069281","석촌역 지하 1층 자동문 옆","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"송파나루역","서울특별시","송파구","11710","서울특별시 송파구 백제고분로 지하 446","서울특별시 송파구 방이동 2","37.5106317","127.1123939","송파나루역 지하 1층 민원발급기 옆","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"한성백제역","서울특별시","송파구","11710","서울특별시 송파구 위례성대로 지하 29","서울특별시 송파구 방이동 88-17","37.5164648","127.1163033","한성백제역 지하 1층 편의점 옆","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"올림픽공원역","서울특별시","송파구","11710","서울특별시 송파구 양재대로 지하 1231","서울특별시 송파구 방이동 89-28","37.516887","127.130919","올림픽공원역 지하 1층 편의점 물품보관함 옆","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"인성장애인복지관","서울특별시","송파구","11710","서울특별시 송파구 마천로61길 26","서울특별시 송파구 마천동 211-39","37.493896","127.155182","인성장애인복지관 지하 1층 보조계단 앞","09:00","17:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"송파구장애인운전교육원","서울특별시","송파구","11710","서울특별시 송파구 삼학사로2길 49","서울특별시 송파구 가락동 508","37.4964128421","127.1004991695","송파구장애인운전교육원 조립식건물 출입문 우측","09:00","17:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"서울지체장애인협회 송파구지회","서울특별시","송파구","11710","서울특별시 송파구 문정로 170","서울특별시 송파구 문정동 2-5","37.493983","127.137841","서울지체장애인협회 송파구지회 조립식건물 출입문 좌측","09:00","17:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"송파노인종합복지관","서울특별시","송파구","11710","서울특별시 송파구 백제고분로32길 41","서울특별시 송파구 삼전동 172-2","37.498667","127.094894","송파노인종합복지관 실외, 1층 출입구","00:00","23:59","00:00","23:59","00:00","23:59","2","Y","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"송파안전체험교육관","서울특별시","송파구","11710","서울특별시 송파구 성내천로 35길 53","서울특별시 송파구 마천동 산2","37.500386","127.158815","송파안전체험교육관 1층 로비","09:00","17:00","09:00","15:00","00:00","00:00","2","N","Y","서울특별시 송파구","02-2147-5000","2022-12-15","3230000","2023-03-15 14:37:56.0"
"구립용산장애인복지관","서울특별시","용산구","11170","서울특별시 용산구 효창원로93길 49","","37.54730608","126.9615705","구립용산장애인복지관","09:00","20:00","09:00","16:00","00:00","00:00","2","N","Y","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:56.0"
"용산구청","서울특별시","용산구","11170","서울특별시 용산구 녹사평대로 150","","37.53245265","126.9904783","용산구청 2층 민원실","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 용산구청","02-2199-6520","2022-11-22","3020000","2023-03-15 14:37:56.0"
"용산구 장애인 커뮤니티센터","서울특별시","용산구","11170","서울특별시 용산구 서빙고로 245","","37.52049821","126.9911132","센터 1층","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:56.0"
"국립중앙박물관","서울특별시","용산구","11170","서울특별시 용산구 서빙고로 137","","37.52470233","126.9777412","1층 상설전시관 물품보관소 옆","10:00","18:00","10:00","18:00","10:00","18:00","2","N","Y","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:56.0"
"한강로동 주민센터","서울특별시","용산구","11170","서울특별시 용산구 한강대로38길 28","","37.52814224","126.9692281","한강로동 주민센터 1층","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:56.0"
"서울역","서울특별시","용산구","11170","서울특별시 용산구 한강대로 405","","37.55483769","126.9717341","2층 맞이방","06:00","23:30","06:00","23:30","06:00","23:30","2","N","N","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:56.0"
"서울특별시 용산역","서울특별시","용산구","11170","서울특별시 용산구 한강대로 23길 55","","37.5297736","126.9647427","3층 1번, 3번 출입구쪽 총 2대","06:00","23:30","06:00","23:30","06:00","23:30","2","N","N","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:56.0"
"남영역","서울특별시","용산구","11170","서울특별시 용산구 한강대로 77길 25","","37.54056577","126.9713321","플랫폼 중간","06:00","23:30","06:00","23:30","06:00","23:30","2","N","Y","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:56.0"
"효창공원앞역(경의중앙선)","서울특별시","용산구","11170","서울특별시 용산구 백범로 지하 287","","37.53933395","126.9613166","지하 1층 5번 출구입구쪽","06:00","23:30","06:00","23:30","06:00","23:30","2","N","Y","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:56.0"
"이촌역(경의중앙선)","서울특별시","용산구","11170","서울특별시 용산구 서빙고로 83","","37.5224803","126.9716268","지하 1층 이촌역 맞이방","06:00","23:30","06:00","23:30","06:00","23:30","2","N","Y","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:56.0"
"서빙고역","서울특별시","용산구","11170","서울특별시 용산구 서빙고로 238","","37.51995392","126.9900486","2층 서빙고역 맞이방 통로","06:00","23:30","06:00","23:30","06:00","23:30","2","N","Y","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:56.0"
"한남역","서울특별시","용산구","11170","서울특별시 용산구 독서당로6길 12-13","","37.52918752","127.0082497","1층 한남역 맞이방","06:00","23:30","06:00","23:30","06:00","23:30","2","N","Y","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:56.0"
"삼각지역","서울특별시","용산구","11170","서울특별시 용산구 한강대로 180","","37.5344034","126.9733574","지하1층 2번, 3번 출입구 중간","06:00","23:30","06:00","23:30","06:00","23:30","2","N","Y","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:56.0"
"길동주민센터","서울특별시","강동구","11740","서울특별시 강동구 천호대로 1183","서울특별시 강동구 길동 228-6","37.53449918","127.1427336","1층 소화전 옆","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 강동구청","02-3425-7906","2022-08-17","3240000","2023-03-15 14:37:56.0"
"둔촌2동주민센터","서울특별시","강동구","11740","서울특별시 강동구 천호대로186길 7","서울특별시 강동구 둔촌동 65","37.53334613","127.1419485","직원 조직도 아래","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 강동구청","02-3425-7934","2022-08-17","3240000","2023-03-15 14:37:56.0"
"천호역","서울특별시","강동구","11740","서울특별시 강동구 천호대로 997","서울특별시 강동구 성내동 455","37.53933917","127.1233017","천호역 5,6,7,8번 출구 갈림길","05:30","00:00","05:30","00:00","05:30","00:00","2","N","Y","서울특별시 강동구청","02-6311-5471","2022-08-17","3240000","2023-03-15 14:37:56.0"
"천호아우름센터","서울특별시","강동구","11740","서울특별시 강동구 구천면로 297-5","서울특별시 강동구 천호동 293-8","37.54684651","127.1337755","정문 옆","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 강동구청","02-3425-7940","2022-08-17","3240000","2023-03-15 14:37:56.0"
"강동구청","서울특별시","강동구","11740","서울특별시 강동구 성내로25","서울특별시 강동구 성내동 540","37.53016097","127.123769","2청사 입구","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서울특별시 강동구청","02-3425-5693","2022-08-17","3240000","2023-03-15 14:37:56.0"
"강동구청역","서울특별시","강동구","11740","서울특별시 강동구 올림픽로 지하550","서울특별시 강동구 성내동319","37.53067409","127.1205761","안내데스크 맞은편","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 강동구청","02-6311-8121","2022-08-17","3240000","2023-03-15 14:37:56.0"
"중앙보훈병원역","서울특별시","강동구","11740","서울특별시 강동구 동남로 지하625","서울특별시 강동구 둔촌동 8-1","37.52889572","127.148542","B1층 신호기계실 좌측 벽면","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 강동구청","02-2656-0938","2022-08-17","3240000","2023-03-15 14:37:56.0"
"둔촌역","서울특별시","강동구","11740","서울특별시 강동구 양재대로 지하1369","서울특별시 강동구 둔촌동416","37.52813554","127.1363753","B1층 대합실(하선 승강장 계단위)","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 강동구청","02-6311-5541","2022-08-17","3240000","2023-03-15 14:37:56.0"
"강동구민회관","서울특별시","강동구","11740","서울특별시 강동구 상암로168","서울특별시 강동구 천호동41","37.54573141","127.141226","정문 앞 택배보관소 옆","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서울특별시 강동구청","02-2045-7751","2022-08-17","3240000","2023-03-15 14:37:56.0"
"강일동주민센터","서울특별시","강동구","11740","서울특별시 강동구 아리수로93길 9-14","서울특별시 강동구 강일동 678","37.56504103","127.1739072","1층 외부현관 왼쪽공간","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서울특별시 강동구청","02-3425-7423","2022-08-17","3240000","2023-03-15 14:37:56.0"
"고덕2동주민센터","서울특별시","강동구","11740","서울특별시 강동구 아리수로78길 43-12","서울특별시 강동구 고덕동226-4","37.56050657","127.164313","동청사 출입문 옆","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 강동구청","02-3425-7573","2022-08-17","3240000","2023-03-15 14:37:56.0"
"강동성심병원","서울특별시","강동구","11740","서울특별시 강동구 성안로150","서울특별시 강동구 길동445","37.53615555","127.1353357","본관 2층","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 강동구청","02-2224-2165","2022-08-17","3240000","2023-03-15 14:37:56.0"
"강동장애인보호작업장","서울특별시","강동구","11740","서울특별시 강동구 고덕로100-5","서울특별시 강동구 암사동 452-50","37.55430774","127.136536","본 건물 지하주차장","09:00","18:00","09:00","18:00","09:00","18:00","2","N","Y","서울특별시 강동구청","070-4837-4550","2022-08-17","3240000","2023-03-15 14:37:56.0"
"강동구립 암사도서관","서울특별시","강동구","11740","서울특별시 강동구 고덕로20길 42","서울특별시 강동구 암사동 471-37 암사도서관","37.55283302","127.1333655","입구","09:00","10:00","09:00","17:00","09:00","17:00","1","N","N","서울특별시 강동구청","02-429-0476","2022-08-17","3240000","2023-03-15 14:37:56.0"
"상일1동주민센터","서울특별시","강동구","11740","서울특별시 강동구 구천면로 633","서울특별시 강동구 상일동 513-2","37.55058303","127.1683006","지하주차장 엘리베이터 앞","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 강동구청","02-3425-7448","2022-08-17","3240000","2023-03-15 14:37:56.0"
"명일2동주민센터","서울특별시","강동구","11740","서울특별시 강동구 상암로 260","서울특별시 강동구 명일동 223-7","37.5463638","127.1513524","현관문 좌측","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 강동구청","02-3425-7503","2022-08-17","3240000","2023-03-15 14:37:56.0"
